,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,5168860,0.0049554722362175774,0.010322188556619243,0.017692415035420534,0.005310700836709553,0.5042210283960092,0.8831926323867997,0.9490406753645434,0.6135850228533468
