,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,5249632,0.005360926908433025,0.01028521916103796,0.0069631883206956674,0.0018475206480026052,0.3805065234075211,0.8233307751343054,0.923561013046815,0.5021620911677103
