,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,4319468,0.005011051394622873,0.008516608642367623,0.006250754229764433,0.0016476071435024314,0.3281657712970069,0.772985418265541,0.8943975441289332,0.4438532241251158
