,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,3652680,0.0012705769981682896,0.004239206718008945,0.004202452825749735,0.0009213759423246922,0.22302379125095934,0.6015349194167307,0.772985418265541,0.31591462006627025
