,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,4013928,0.0009121004837984684,0.0037991078814011946,0.004616020316814151,0.0011351687053258173,0.24712202609363007,0.6818112049117422,0.8377590176515733,0.3579386756956355
