,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,5255688,0.0027229495352264193,0.006694348035703184,0.007450054099901951,0.0021525048938087292,0.36362240982348426,0.8353031465848043,0.9327705295471987,0.4898886669375842
