,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,5250420,0.0029825511750860207,0.00967331873325778,0.007236874332266959,0.001986715258719877,0.35518035303146583,0.8116653875671527,0.9188027628549501,0.47589799890202655
