,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,4313548,0.002650780322820703,0.0060136780453679435,0.0061464353240826275,0.0017377769631507776,0.32018419033000767,0.7806600153491942,0.8950115118956254,0.44135281237406604
