,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,4580872,0.0012649625059465949,0.004346572065789001,0.004775297065377693,0.0010945296109144671,0.1355333844973139,0.4675364543361474,0.6652340752110514,0.21199257966502683
