,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,4013880,0.0009097144682409209,0.0037782489310452996,0.004782193199268965,0.0015728595224369687,0.25418265541059093,0.6767459708365311,0.8280890253261703,0.3599741270063518
