,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,5169872,0.0049183032371772776,0.009793043202118773,0.016531308394437193,0.00514950825247965,0.36132003069838836,0.8007674597083653,0.9088257866462011,0.478325473470883
