,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,8872732,0.0012777064272923738,0.0063988077743392935,0.009334899202641028,0.002523403817828921,0.1602455871066769,0.5017651573292402,0.6870299309286263,0.24084568412484283
