,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,4541380,0.0009024556014323729,0.003917037108145596,0.00517937860759697,0.0012626636296885407,0.22010744435917115,0.6452801227935533,0.8096699923254029,0.3246836116613695
