,FAISS RAM usage,Mean encode question time,Mean encode passage time,Mean inference time,Std inference time,Acc@1,Acc@20,Acc@100,MRR
0,3654104,0.0012636141143939354,0.004142185893973858,0.004098131907324744,0.0008399434077996968,0.2069071373752878,0.5656178050652341,0.7318495778971604,0.29526624066465873
